customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract,internet_service,online_security,tech_support,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-02374,Male,0,Yes,Yes,14,Month-to-month,Fiber optic,No,No,No,Bank transfer (automatic),55.8,700.48,Yes
CUST-02375,Female,1,Yes,Yes,27,Month-to-month,Fiber optic,No,No,No,Mailed check,66.24,1749.95,No
CUST-02376,Female,0,No,No,19,Month-to-month,Fiber optic,No,No,Yes,Electronic check,96.47,1930.78,Yes
CUST-02377,Female,0,Yes,No,22,Month-to-month,No,No,No,Yes,Mailed check,47.14,1020.27,No
CUST-02378,Male,1,Yes,No,43,One year,No,No,No,No,Credit card (automatic),93.95,3992.01,No
CUST-02379,Female,0,No,Yes,30,Two year,Fiber optic,No,No,No,Bank transfer (automatic),61.6,1828.89,No
CUST-02380,Female,0,Yes,No,47,Month-to-month,Fiber optic,No,No,No,Credit card (automatic),69.54,3274.33,Yes
CUST-02381,Male,0,Yes,Yes,49,One year,No,No,No,Yes,Bank transfer (automatic),48.85,2437.82,Yes
CUST-02382,Male,1,No,Yes,14,Month-to-month,Fiber optic,No,No,Yes,Credit card (automatic),38.53,570.47,Yes
CUST-02383,Female,0,Yes,No,3,One year,No,Yes,No,Yes,Credit card (automatic),59.42,144.43,Yes
CUST-02384,Male,0,No,No,54,Month-to-month,No,No,Yes,No,Bank transfer (automatic),91.06,4980.82,Yes
CUST-02385,Male,1,No,Yes,13,Month-to-month,DSL,No,No,No,Mailed check,50.96,703.21,Yes
CUST-02386,Female,0,No,No,14,One year,DSL,No,Yes,No,Bank transfer (automatic),97.25,1339.24,No
CUST-02387,Female,1,Yes,No,43,Month-to-month,Fiber optic,No,No,No,Credit card (automatic),53.54,2295.81,Yes
CUST-02388,Female,1,Yes,No,19,Month-to-month,Fiber optic,Yes,No,No,Mailed check,43.64,859.19,Yes
CUST-02389,Female,1,No,Yes,13,Month-to-month,Fiber optic,No,No,Yes,Mailed check,70.07,964.65,Yes
CUST-02390,Female,0,No,No,22,Month-to-month,No,No,No,No,Credit card (automatic),78.58,1652.83,Yes
CUST-02391,Male,0,No,No,38,One year,Fiber optic,No,No,No,Bank transfer (automatic),68.76,2616.4,No
CUST-02392,Male,0,Yes,No,61,Month-to-month,Fiber optic,No,Yes,No,Electronic check,68.02,4147.66,No
CUST-02393,Female,0,Yes,Yes,72,Month-to-month,Fiber optic,Yes,No,No,Mailed check,97.06,6959.79,No
CUST-02394,Male,0,Yes,No,53,Two year,DSL,No,Yes,Yes,Mailed check,66.9,3516.91,No
CUST-02395,Male,1,Yes,No,65,One year,Fiber optic,No,Yes,No,Mailed check,55.59,3666.07,No
CUST-02396,Female,0,Yes,No,38,Month-to-month,No,No,No,Yes,Credit card (automatic),42.34,1635.65,No
CUST-02397,Female,0,No,No,29,One year,DSL,Yes,No,No,Credit card (automatic),90.47,2728.96,No
CUST-02398,Male,0,Yes,No,59,Month-to-month,No,No,No,No,Credit card (automatic),56.49,3304.42,Yes
CUST-02399,Male,0,No,No,22,Month-to-month,No,Yes,No,No,Bank transfer (automatic),58.44,1292.54,No
CUST-02400,Female,0,No,No,59,One year,DSL,No,No,Yes,Bank transfer (automatic),86.04,5091.85,No
CUST-02401,Male,0,Yes,Yes,72,Month-to-month,No,Yes,No,No,Bank transfer (automatic),106.08,7682.56,No
CUST-02402,Female,0,No,Yes,28,Month-to-month,Fiber optic,No,No,No,Mailed check,70.03,2028.76,No
CUST-02403,Female,0,No,No,46,Two year,Fiber optic,Yes,Yes,No,Electronic check,62.26,2868.64,No
CUST-02404,Female,0,Yes,No,57,One year,DSL,Yes,No,Yes,Electronic check,64.89,3643.99,No
CUST-02405,Male,0,Yes,No,57,Two year,DSL,No,No,No,Bank transfer (automatic),55.89,3150.19,No
CUST-02406,Female,0,No,No,15,Two year,Fiber optic,No,No,No,Bank transfer (automatic),57.88,875.34,Yes
CUST-02407,Male,0,No,No,70,Month-to-month,DSL,No,No,Yes,Mailed check,57.99,4115.44,Yes
CUST-02408,Female,1,No,No,36,One year,DSL,No,No,Yes,Electronic check,83.21,2923.24,Yes
CUST-02409,Male,0,No,No,3,Month-to-month,No,No,No,No,Electronic check,63.24,131.22,Yes
CUST-02410,Male,0,Yes,No,8,One year,Fiber optic,No,No,No,Mailed check,92.19,775.38,Yes
CUST-02411,Female,0,No,Yes,53,Month-to-month,Fiber optic,Yes,No,Yes,Credit card (automatic),62.67,3256.83,No
CUST-02412,Male,0,No,No,31,Month-to-month,No,Yes,No,Yes,Mailed check,57.66,1731.21,No
CUST-02413,Female,1,No,No,7,Month-to-month,DSL,No,No,No,Credit card (automatic),90.56,690.75,Yes
CUST-02414,Female,0,No,Yes,37,One year,DSL,No,No,No,Credit card (automatic),65.43,2409.84,No
CUST-02415,Male,0,No,No,43,Month-to-month,Fiber optic,Yes,No,Yes,Credit card (automatic),62.47,2671.32,No
CUST-02416,Male,0,No,No,5,One year,Fiber optic,No,Yes,No,Credit card (automatic),65.67,396.76,No
CUST-02417,Female,0,Yes,No,25,Two year,DSL,No,Yes,Yes,Electronic check,94.33,2305.1,No
CUST-02418,Male,0,No,No,33,One year,No,No,No,Yes,Credit card (automatic),71.12,2283.76,No
CUST-02419,Male,0,Yes,Yes,56,Month-to-month,DSL,No,Yes,No,Credit card (automatic),89.99,5120.9,No
CUST-02420,Male,0,No,No,47,Month-to-month,Fiber optic,No,No,Yes,Credit card (automatic),60.31,2846.24,No
CUST-02421,Male,0,No,Yes,6,Two year,Fiber optic,No,Yes,Yes,Electronic check,86.79,554.73,Yes
CUST-02422,Female,1,No,No,44,One year,Fiber optic,No,Yes,No,Mailed check,69.75,3053.45,No
CUST-02423,Male,0,Yes,No,65,Month-to-month,DSL,No,No,Yes,Bank transfer (automatic),82.65,5366.92,No
CUST-02424,Female,1,No,Yes,3,Two year,DSL,Yes,No,Yes,Electronic check,84.33,217.8,Yes
CUST-02425,Male,0,Yes,Yes,72,Month-to-month,No,No,No,Yes,Credit card (automatic),46.17,3340.15,No
CUST-02426,Female,0,Yes,No,6,Month-to-month,No,No,Yes,Yes,Mailed check,66.44,440.21,Yes
CUST-02427,Male,0,Yes,No,45,Month-to-month,Fiber optic,No,Yes,No,Electronic check,84.14,3796.1,No
CUST-02428,Male,0,No,Yes,25,Month-to-month,DSL,No,Yes,Yes,Mailed check,87.33,2236.3,No
CUST-02429,Female,0,Yes,No,53,Month-to-month,Fiber optic,No,No,Yes,Mailed check,90.07,4806.83,No
CUST-02430,Male,1,No,No,61,One year,DSL,Yes,Yes,Yes,Bank transfer (automatic),67.09,4040.07,No
CUST-02431,Male,0,Yes,Yes,62,Month-to-month,DSL,No,No,No,Bank transfer (automatic),95.8,5932.36,No
CUST-02432,Female,0,No,No,63,One year,DSL,No,Yes,No,Mailed check,51.86,3244.76,No
CUST-02433,Male,0,No,No,59,Two year,DSL,No,No,Yes,Bank transfer (automatic),35.1,2108.57,No
CUST-02434,Male,0,No,Yes,22,Two year,DSL,No,No,No,Credit card (automatic),59.45,1330.98,No
CUST-02435,Male,0,No,No,33,Month-to-month,DSL,No,No,No,Mailed check,88.92,2940.73,Yes
CUST-02436,Female,0,No,Yes,52,One year,No,No,Yes,Yes,Mailed check,43.28,2301.24,No
CUST-02437,Female,0,No,Yes,12,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,35.6,333.92,No
CUST-02438,Female,0,No,Yes,42,One year,Fiber optic,No,No,No,Mailed check,30.59,1254.62,No
CUST-02439,Female,0,Yes,No,38,Month-to-month,DSL,No,No,No,Mailed check,79.72,3003.45,No
CUST-02440,Male,0,Yes,No,71,One year,No,Yes,No,Yes,Credit card (automatic),36.05,2572.14,No
CUST-02441,Male,0,No,No,3,Month-to-month,DSL,No,No,Yes,Electronic check,75.98,255.58,Yes
CUST-02442,Male,0,No,Yes,6,One year,DSL,No,Yes,No,Bank transfer (automatic),58.44,350.57,No
CUST-02443,Male,0,No,No,2,Month-to-month,Fiber optic,No,No,No,Credit card (automatic),49.59,33.43,Yes
CUST-02444,Male,0,No,No,39,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,45.03,1776.51,No
CUST-02445,Female,0,Yes,No,40,One year,No,Yes,Yes,Yes,Electronic check,69.13,2771.6,No
CUST-02446,Female,1,No,Yes,43,Month-to-month,Fiber optic,No,No,Yes,Bank transfer (automatic),49.92,2073.12,Yes
CUST-02447,Female,0,No,No,17,One year,Fiber optic,Yes,No,No,Bank transfer (automatic),64.9,1088.53,No
CUST-02448,Female,0,No,Yes,22,One year,DSL,Yes,No,No,Bank transfer (automatic),73.03,1625.36,No
CUST-02449,Female,1,No,No,30,One year,Fiber optic,No,No,Yes,Credit card (automatic),77.25,2400.16,Yes
CUST-02450,Male,0,No,No,3,One year,Fiber optic,No,No,No,Electronic check,83.69,196.62,Yes
CUST-02451,Female,0,No,Yes,54,Two year,DSL,No,No,Yes,Electronic check,68.29,3727.17,No
CUST-02452,Female,1,No,No,3,Two year,DSL,No,Yes,No,Mailed check,44.0,78.18,No
CUST-02453,Male,1,Yes,No,48,Month-to-month,No,Yes,Yes,Yes,Bank transfer (automatic),74.31,3503.35,No
CUST-02454,Male,0,No,No,33,One year,DSL,No,No,Yes,Credit card (automatic),78.12,2517.38,Yes
CUST-02455,Female,0,No,No,72,One year,DSL,Yes,Yes,Yes,Bank transfer (automatic),61.37,4448.89,No
CUST-02456,Male,0,Yes,No,50,Month-to-month,No,No,No,Yes,Electronic check,59.24,2968.49,No
CUST-02457,Female,1,Yes,No,34,Month-to-month,Fiber optic,No,No,No,Credit card (automatic),114.5,3877.27,Yes
CUST-02458,Female,1,No,Yes,51,Month-to-month,Fiber optic,No,No,Yes,Mailed check,39.14,2019.03,No
CUST-02459,Male,0,Yes,No,8,One year,Fiber optic,No,Yes,Yes,Credit card (automatic),74.87,601.0,Yes
CUST-02460,Male,0,No,No,13,Month-to-month,DSL,No,No,No,Mailed check,85.92,1122.49,No
CUST-02461,Male,0,Yes,No,36,One year,No,No,No,Yes,Credit card (automatic),58.17,2078.94,No
CUST-02462,Male,0,Yes,No,62,One year,DSL,No,No,Yes,Bank transfer (automatic),61.63,3769.68,No
CUST-02463,Male,0,No,Yes,59,One year,No,No,Yes,Yes,Bank transfer (automatic),56.97,3445.8,No
CUST-02464,Female,0,Yes,No,27,Month-to-month,DSL,No,No,No,Credit card (automatic),65.0,1825.02,No
CUST-02465,Male,0,Yes,Yes,20,One year,Fiber optic,Yes,No,No,Electronic check,82.99,1739.31,No
CUST-02466,Male,0,No,Yes,70,One year,Fiber optic,No,No,No,Mailed check,61.04,4245.83,No
CUST-02467,Male,0,No,No,41,Month-to-month,DSL,No,No,No,Electronic check,120.0,4885.9,No
CUST-02468,Female,0,Yes,No,8,Month-to-month,Fiber optic,Yes,No,Yes,Credit card (automatic),55.95,426.88,Yes
CUST-02469,Male,0,No,Yes,16,Month-to-month,No,No,No,Yes,Credit card (automatic),92.55,1534.51,No
CUST-02470,Male,0,No,No,61,Two year,DSL,Yes,No,No,Credit card (automatic),75.88,4628.67,No
CUST-02471,Female,1,No,No,65,Month-to-month,No,No,Yes,Yes,Electronic check,67.17,4338.89,Yes
CUST-02472,Male,0,Yes,Yes,66,Month-to-month,DSL,No,Yes,No,Mailed check,94.42,6249.91,No
CUST-02473,Male,0,Yes,No,0,Month-to-month,Fiber optic,No,No,Yes,Mailed check,33.0,0.0,No
CUST-02474,Male,0,No,No,60,Month-to-month,Fiber optic,No,No,Yes,Credit card (automatic),73.5,4342.23,Yes
CUST-02475,Male,0,No,No,8,Month-to-month,Fiber optic,No,Yes,Yes,Credit card (automatic),50.67,411.82,Yes
CUST-02476,Male,0,Yes,Yes,59,Two year,Fiber optic,No,Yes,Yes,Credit card (automatic),56.28,3294.72,No
CUST-02477,Female,0,No,No,64,Month-to-month,Fiber optic,No,Yes,No,Credit card (automatic),55.34,3541.07,No
CUST-02478,Male,0,Yes,No,26,Two year,Fiber optic,No,Yes,No,Credit card (automatic),45.72,1054.48,No
CUST-02479,Male,0,No,Yes,14,Month-to-month,Fiber optic,No,No,No,Mailed check,31.95,402.7,Yes
CUST-02480,Male,0,No,Yes,52,Month-to-month,Fiber optic,No,No,No,Bank transfer (automatic),72.78,3782.31,No
CUST-02481,Female,0,No,Yes,4,One year,Fiber optic,No,Yes,Yes,Bank transfer (automatic),63.68,178.9,No
CUST-02482,Female,0,No,Yes,42,One year,DSL,No,No,Yes,Electronic check,58.99,2403.46,No
CUST-02483,Male,0,Yes,No,24,Two year,DSL,Yes,No,No,Credit card (automatic),80.18,1926.26,No
CUST-02484,Male,0,No,No,30,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,74.04,2256.28,No
CUST-02485,Male,0,Yes,No,60,Month-to-month,No,No,No,Yes,Credit card (automatic),59.66,3535.01,No
CUST-02486,Male,0,No,No,72,One year,DSL,No,No,Yes,Mailed check,120.0,8626.89,No
CUST-02487,Male,0,No,No,29,Month-to-month,Fiber optic,No,Yes,No,Electronic check,85.36,2463.49,No
CUST-02488,Male,0,Yes,No,21,Two year,DSL,Yes,No,No,Bank transfer (automatic),113.9,2313.78,No
CUST-02489,Female,1,Yes,No,60,Month-to-month,Fiber optic,No,No,Yes,Mailed check,56.7,3461.19,Yes
CUST-02490,Male,1,Yes,No,30,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,69.99,2090.55,Yes
CUST-02491,Male,1,Yes,Yes,14,One year,Fiber optic,Yes,No,Yes,Credit card (automatic),40.23,554.61,No
CUST-02492,Male,0,Yes,No,65,One year,Fiber optic,No,No,Yes,Bank transfer (automatic),58.39,3814.0,No
CUST-02493,Female,0,No,No,72,Two year,Fiber optic,No,Yes,Yes,Bank transfer (automatic),53.32,3761.04,No
CUST-02494,Female,0,No,Yes,21,Two year,DSL,No,No,No,Credit card (automatic),120.0,2566.0,No
CUST-02495,Male,0,No,No,11,Month-to-month,Fiber optic,Yes,Yes,No,Credit card (automatic),51.15,615.18,No
CUST-02496,Male,0,No,No,11,One year,DSL,No,Yes,No,Electronic check,60.32,670.55,No
CUST-02497,Female,0,No,No,43,Two year,No,No,Yes,No,Mailed check,35.93,1568.1,No
CUST-02498,Female,0,Yes,Yes,22,Month-to-month,No,No,No,No,Credit card (automatic),75.67,1648.44,No
CUST-02499,Male,0,No,No,45,Month-to-month,DSL,Yes,No,No,Credit card (automatic),47.0,2158.16,Yes
CUST-02500,Female,0,No,No,55,Two year,DSL,Yes,No,Yes,Electronic check,83.37,4544.2,No
CUST-02501,Female,0,No,No,0,Month-to-month,Fiber optic,No,No,No,Electronic check,29.23,0.0,Yes
CUST-02502,Male,0,No,No,62,Two year,No,Yes,No,Yes,Mailed check,62.57,3880.7,No
CUST-02503,Female,1,No,Yes,2,Month-to-month,DSL,Yes,Yes,Yes,Bank transfer (automatic),28.08,54.23,Yes
CUST-02504,Male,0,No,Yes,8,Two year,Fiber optic,No,No,Yes,Credit card (automatic),55.19,494.98,No
CUST-02505,Male,0,No,No,52,One year,Fiber optic,No,No,No,Mailed check,59.26,3190.93,No
CUST-02506,Male,0,Yes,Yes,45,One year,Fiber optic,No,No,No,Electronic check,53.02,2380.41,No
CUST-02507,Male,0,No,No,71,One year,Fiber optic,Yes,No,No,Bank transfer (automatic),55.0,3928.52,Yes
CUST-02508,Female,0,Yes,No,41,Month-to-month,DSL,No,No,Yes,Electronic check,84.42,3421.1,Yes
CUST-02509,Male,0,Yes,Yes,30,One year,No,No,No,No,Bank transfer (automatic),108.49,3306.3,No
CUST-02510,Male,0,No,No,48,Two year,DSL,No,No,No,Credit card (automatic),71.79,3420.05,No
CUST-02511,Male,0,Yes,No,55,Two year,No,Yes,No,No,Bank transfer (automatic),47.8,2786.26,No
CUST-02512,Female,0,No,No,48,Two year,DSL,Yes,No,Yes,Credit card (automatic),66.28,3097.9,No
CUST-02513,Female,1,Yes,Yes,27,One year,Fiber optic,No,No,Yes,Bank transfer (automatic),57.91,1670.94,No
CUST-02514,Female,0,No,Yes,70,One year,Fiber optic,No,Yes,Yes,Credit card (automatic),82.79,5844.86,No
CUST-02515,Male,0,Yes,No,22,One year,Fiber optic,No,Yes,No,Credit card (automatic),70.76,1500.61,Yes
CUST-02516,Female,0,No,Yes,25,One year,DSL,Yes,Yes,Yes,Electronic check,33.44,951.97,No
CUST-02517,Female,0,Yes,No,20,One year,Fiber optic,Yes,No,No,Bank transfer (automatic),86.96,1692.78,Yes
CUST-02518,Female,0,Yes,No,21,Month-to-month,DSL,No,Yes,Yes,Mailed check,84.34,1755.42,No
CUST-02519,Male,0,Yes,Yes,15,Month-to-month,Fiber optic,No,No,No,Electronic check,94.9,1358.67,No
CUST-02520,Female,0,No,No,42,One year,No,No,No,Yes,Electronic check,54.67,2288.82,No
CUST-02521,Male,0,No,Yes,53,Month-to-month,Fiber optic,No,No,No,Electronic check,71.02,3761.43,No
CUST-02522,Male,0,No,Yes,31,Month-to-month,Fiber optic,Yes,No,No,Electronic check,41.3,1321.8,Yes
CUST-02523,Male,0,Yes,No,67,Month-to-month,Fiber optic,No,Yes,No,Electronic check,63.98,4408.58,No
CUST-02524,Male,1,No,No,34,Two year,Fiber optic,Yes,No,No,Credit card (automatic),72.94,2454.31,No
CUST-02525,Male,0,Yes,Yes,34,Two year,No,No,No,Yes,Mailed check,52.28,1639.89,No
CUST-02526,Male,1,No,Yes,5,One year,Fiber optic,No,No,Yes,Electronic check,71.85,391.67,Yes
CUST-02527,Male,0,No,No,65,Two year,No,No,No,Yes,Mailed check,68.36,4415.88,No
CUST-02528,Female,0,Yes,Yes,10,Two year,No,Yes,No,No,Bank transfer (automatic),56.0,650.92,No
CUST-02529,Male,0,No,No,12,Month-to-month,Fiber optic,No,No,No,Bank transfer (automatic),92.95,1113.67,Yes
CUST-02530,Female,1,No,No,68,Month-to-month,Fiber optic,No,No,Yes,Electronic check,60.31,4063.13,No
CUST-02531,Female,0,Yes,No,37,Month-to-month,Fiber optic,No,No,No,Electronic check,67.66,2452.77,Yes
CUST-02532,Female,0,Yes,No,4,Month-to-month,Fiber optic,No,No,Yes,Bank transfer (automatic),35.66,173.78,No
CUST-02533,Female,0,Yes,No,32,One year,DSL,No,No,Yes,Credit card (automatic),75.38,2398.4,No
CUST-02534,Male,0,Yes,Yes,43,Month-to-month,DSL,No,No,Yes,Electronic check,55.46,2458.17,No
CUST-02535,Female,0,Yes,No,0,Two year,DSL,No,No,No,Credit card (automatic),84.14,0.0,Yes
CUST-02536,Female,0,No,No,55,One year,Fiber optic,No,No,Yes,Electronic check,38.78,2203.63,No
CUST-02537,Male,0,Yes,No,48,Month-to-month,Fiber optic,No,Yes,No,Mailed check,73.61,3464.27,No
CUST-02538,Male,1,No,No,0,Two year,DSL,No,Yes,No,Electronic check,21.36,0.0,Yes
CUST-02539,Female,0,No,No,45,Two year,Fiber optic,No,No,Yes,Mailed check,77.32,3520.86,No
CUST-02540,Male,0,No,No,16,One year,Fiber optic,Yes,No,Yes,Credit card (automatic),61.5,960.78,No
CUST-02541,Male,0,No,Yes,53,Two year,No,Yes,No,No,Electronic check,72.99,3855.29,No
CUST-02542,Female,0,Yes,No,27,Two year,DSL,No,No,No,Bank transfer (automatic),53.0,1380.39,No
CUST-02543,Female,0,Yes,No,14,One year,DSL,No,No,Yes,Mailed check,46.01,589.86,No
CUST-02544,Male,1,Yes,No,36,Two year,Fiber optic,No,No,Yes,Bank transfer (automatic),56.31,2058.94,No
CUST-02545,Female,0,No,No,32,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,68.84,2201.94,No
CUST-02546,Male,0,No,No,24,One year,DSL,No,No,Yes,Mailed check,76.53,1783.71,No
CUST-02547,Female,0,Yes,No,64,Month-to-month,DSL,No,Yes,Yes,Credit card (automatic),71.08,4588.65,Yes
CUST-02548,Female,0,Yes,No,47,Month-to-month,No,No,No,No,Bank transfer (automatic),46.26,2232.97,No
CUST-02549,Male,0,No,No,35,Month-to-month,Fiber optic,No,No,Yes,Credit card (automatic),101.75,3555.81,Yes
CUST-02550,Male,0,Yes,No,16,Month-to-month,DSL,No,No,No,Bank transfer (automatic),71.66,1196.72,No
CUST-02551,Female,1,No,Yes,41,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,52.55,2104.46,No
CUST-02552,Male,0,Yes,Yes,1,Month-to-month,DSL,No,No,No,Mailed check,73.48,102.34,No
CUST-02553,Male,0,Yes,No,64,Month-to-month,Fiber optic,No,Yes,No,Credit card (automatic),70.12,4495.77,Yes
CUST-02554,Male,0,Yes,No,0,Two year,Fiber optic,No,No,Yes,Bank transfer (automatic),61.49,0.0,Yes
CUST-02555,Female,0,Yes,No,51,One year,DSL,Yes,No,Yes,Bank transfer (automatic),59.14,3118.79,No
CUST-02556,Male,1,Yes,Yes,25,One year,DSL,No,No,Yes,Credit card (automatic),84.7,2129.14,No
CUST-02557,Female,0,No,Yes,52,Month-to-month,No,Yes,No,Yes,Electronic check,99.56,5147.58,No
CUST-02558,Female,1,Yes,No,26,Two year,No,No,No,No,Credit card (automatic),24.28,632.26,No
CUST-02559,Male,0,No,No,1,Month-to-month,DSL,No,Yes,No,Electronic check,89.61,46.13,Yes
CUST-02560,Female,0,Yes,No,69,Month-to-month,Fiber optic,No,No,No,Credit card (automatic),65.4,4454.76,No
CUST-02561,Female,1,Yes,No,55,Month-to-month,DSL,No,No,No,Credit card (automatic),69.73,3812.68,No
CUST-02562,Male,0,Yes,No,3,Two year,No,No,No,Yes,Mailed check,92.03,257.0,No
CUST-02563,Female,0,Yes,No,2,Two year,No,No,No,Yes,Mailed check,18.0,0.0,No
CUST-02564,Male,0,Yes,Yes,38,One year,Fiber optic,No,Yes,Yes,Electronic check,81.3,3151.96,No
CUST-02565,Male,0,Yes,No,69,One year,Fiber optic,No,No,No,Mailed check,90.65,6216.56,No
CUST-02566,Male,0,No,No,42,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,51.23,2105.05,No
CUST-02567,Female,0,No,No,0,One year,DSL,No,Yes,Yes,Bank transfer (automatic),37.12,0.0,No
CUST-02568,Female,0,No,No,51,Month-to-month,Fiber optic,No,No,No,Electronic check,97.8,4923.7,No
CUST-02569,Male,1,Yes,Yes,31,Month-to-month,DSL,No,Yes,Yes,Credit card (automatic),29.87,977.34,No
CUST-02570,Female,0,No,Yes,46,Two year,Fiber optic,No,Yes,Yes,Mailed check,73.37,3387.93,No
CUST-02571,Female,0,No,No,25,Two year,Fiber optic,No,No,Yes,Credit card (automatic),85.46,2171.02,No
CUST-02572,Female,0,Yes,No,0,Month-to-month,DSL,Yes,No,Yes,Mailed check,72.93,50.92,Yes
CUST-02573,Female,0,Yes,No,1,Month-to-month,Fiber optic,No,No,Yes,Credit card (automatic),76.29,59.63,No
CUST-02574,Male,0,No,No,46,Month-to-month,No,No,No,Yes,Bank transfer (automatic),59.7,2819.81,No
CUST-02575,Female,0,No,Yes,46,Month-to-month,Fiber optic,No,Yes,Yes,Credit card (automatic),74.25,3384.16,Yes
CUST-02576,Male,0,Yes,No,23,Month-to-month,Fiber optic,Yes,No,No,Bank transfer (automatic),50.83,1114.3,No
CUST-02577,Male,0,Yes,No,6,One year,No,No,No,Yes,Mailed check,53.42,339.2,No
CUST-02578,Male,0,No,Yes,56,Month-to-month,DSL,No,Yes,No,Bank transfer (automatic),65.71,3686.99,No
CUST-02579,Female,0,Yes,No,11,Month-to-month,Fiber optic,Yes,No,No,Electronic check,34.2,383.35,Yes
CUST-02580,Female,0,No,No,13,Month-to-month,Fiber optic,No,No,No,Credit card (automatic),76.54,1045.79,No
CUST-02581,Male,0,No,No,33,One year,DSL,Yes,Yes,No,Bank transfer (automatic),18.0,599.31,No
CUST-02582,Male,0,No,Yes,52,Month-to-month,No,No,Yes,Yes,Electronic check,72.26,3773.17,No
CUST-02583,Male,0,No,Yes,72,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,74.14,5406.06,No
CUST-02584,Female,0,Yes,No,45,One year,DSL,Yes,No,Yes,Electronic check,49.11,2223.28,No
CUST-02585,Male,0,No,No,70,One year,DSL,No,Yes,Yes,Bank transfer (automatic),40.32,2847.11,No
CUST-02586,Female,1,No,No,47,Month-to-month,No,Yes,No,No,Bank transfer (automatic),56.84,2600.59,No
CUST-02587,Male,0,No,No,61,One year,No,Yes,Yes,Yes,Electronic check,77.79,4931.15,No
CUST-02588,Male,0,Yes,No,12,Month-to-month,DSL,No,No,Yes,Bank transfer (automatic),71.91,783.38,Yes
CUST-02589,Female,0,Yes,Yes,4,One year,Fiber optic,Yes,Yes,Yes,Mailed check,42.77,144.11,Yes
CUST-02590,Male,0,Yes,No,48,Month-to-month,DSL,Yes,No,No,Mailed check,67.11,3192.8,No
CUST-02591,Male,0,Yes,No,71,Two year,Fiber optic,No,No,Yes,Bank transfer (automatic),70.24,5092.44,No
CUST-02592,Male,0,No,Yes,53,Two year,Fiber optic,No,No,Yes,Credit card (automatic),69.39,3647.64,No
CUST-02593,Female,0,No,Yes,25,One year,DSL,No,Yes,No,Credit card (automatic),45.27,1153.84,Yes
CUST-02594,Male,0,No,No,35,Two year,Fiber optic,No,No,No,Electronic check,68.11,2355.71,No
CUST-02595,Male,0,No,No,8,Month-to-month,No,No,No,Yes,Credit card (automatic),83.35,614.8,Yes
CUST-02596,Male,0,Yes,No,24,One year,Fiber optic,No,Yes,Yes,Bank transfer (automatic),75.74,1846.28,No
CUST-02597,Female,0,Yes,Yes,49,Month-to-month,DSL,No,No,No,Electronic check,73.23,3552.32,Yes
CUST-02598,Female,0,Yes,No,12,Month-to-month,No,No,No,Yes,Credit card (automatic),97.85,1184.58,Yes
CUST-02599,Female,0,Yes,Yes,35,Month-to-month,DSL,No,No,No,Mailed check,68.36,2423.93,No
CUST-02600,Male,1,Yes,Yes,21,One year,Fiber optic,No,No,No,Mailed check,48.16,1106.7,No
CUST-02601,Female,0,Yes,No,35,One year,Fiber optic,No,No,No,Credit card (automatic),48.23,1624.94,No
CUST-02602,Male,0,Yes,No,55,Two year,DSL,No,No,No,Bank transfer (automatic),68.52,3760.96,No
CUST-02603,Female,0,No,No,64,One year,DSL,Yes,No,No,Electronic check,36.25,2314.43,No
CUST-02604,Female,0,Yes,No,29,Two year,DSL,No,No,Yes,Electronic check,58.78,1704.67,Yes
CUST-02605,Female,1,Yes,No,60,Two year,DSL,No,No,Yes,Credit card (automatic),74.28,4585.24,No
CUST-02606,Female,0,Yes,Yes,51,Two year,Fiber optic,No,Yes,No,Mailed check,88.42,4500.75,No
CUST-02607,Female,0,No,No,67,Month-to-month,No,No,No,Yes,Electronic check,34.12,2160.01,No
CUST-02608,Male,0,No,No,54,Month-to-month,DSL,Yes,Yes,No,Electronic check,66.98,3607.0,Yes
CUST-02609,Female,1,Yes,No,40,One year,Fiber optic,Yes,No,Yes,Credit card (automatic),63.64,2539.68,No
CUST-02610,Female,0,Yes,No,49,Two year,Fiber optic,No,No,Yes,Bank transfer (automatic),65.75,3209.7,Yes
CUST-02611,Female,0,No,No,23,Month-to-month,DSL,No,No,Yes,Bank transfer (automatic),67.83,1524.16,No
CUST-02612,Female,0,No,Yes,49,Month-to-month,Fiber optic,No,Yes,No,Bank transfer (automatic),64.37,3088.06,Yes
CUST-02613,Male,0,No,No,51,Month-to-month,DSL,No,No,Yes,Mailed check,92.84,4842.81,No
CUST-02614,Female,0,No,No,44,Month-to-month,Fiber optic,Yes,No,Yes,Credit card (automatic),89.88,3970.63,No
CUST-02615,Male,0,No,Yes,7,Two year,Fiber optic,No,No,Yes,Bank transfer (automatic),107.87,745.48,Yes
CUST-02616,Female,0,No,No,37,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer (automatic),64.79,2503.61,Yes
